Gold Average,Oil Average,S&P 500 9-Day Average,VVIX Average,Apple Average,Amazon Average,EMVIX Average,Gold Delta,Oil Delta,S&P 500 9-Day Delta,VVIX Delta,Apple Delta,Amazon Delta,EMVIX Delta,Consumer Confidence,Consumer Confidence Delta,Average Consumer Loan Default Rate,Average All Loans Default Rate,Average Credit Delinquency,Year-In Consumer Loan Default Change,Year-In All Loans Default Change,Year-In Credit Delinquency Rate Change,Last Reference Year,GDP Delta,Personal Consumption Expenditures,Gross Private Domestic Investment,Net Exports,Government Consumption and Gross Investment,Personal Savings %,Disposable Personal Income,Goods Consumption,Service Consumption,Average Median Price,Year-In Change,Average Interest Rate,Average Inflation Rate,Year-In Interest Rate Change,Year-In Inflation Rate Change,Average Business Loan Default Rate,Average All Loans Default Rate,Year-In Business Loan Default Change,Year-In All Loans Default Change,Last Reference Year,Export of Goods,Export of Services,Import of Goods,Export of Goods,Nonresidential,Equipment and Software,Residential,Equipment,Average Labor Force,Average Unemployment
0.07305,0.21309999999999998,0.2848,0.54835,0.15195,0.1494,0.13115000000000002,0.0,0.0,0.1424,0.0,0.0,0.0,0.0,6.774250000000001,0.30400000000000066,0.015725,0.067375,0.0164,-0.0014999999999999992,-0.0016999999999999993,-0.0029000000000000002,0.0,0.29500000000000004,0.0,0.0,0.0,0.005,0.9840000000000001,0.0,0.122,0.0,-0.0015833333333333335,0.24383333333333332,0.012374999999999999,0.07387500000000001,0.04096875,0.05053125000000001,-0.0012499999999999957,-0.004249999999999999,50.575,0.18500000000000003,-0.0,0.0292,0.023,0.14800000000000002,0.0262,0.0,0.0,1012.3000000000001,0.009509288598943772
