Gold Average,Oil Average,S&P 500 9-Day Average,VVIX Average,Apple Average,Amazon Average,EMVIX Average,Gold Delta,Oil Delta,S&P 500 9-Day Delta,VVIX Delta,Apple Delta,Amazon Delta,EMVIX Delta,Consumer Confidence,Consumer Confidence Delta,Average Consumer Loan Default Rate,Average All Loans Default Rate,Average Credit Delinquency,Year-In Consumer Loan Default Change,Year-In All Loans Default Change,Year-In Credit Delinquency Rate Change,Last Reference Year,GDP Delta,Personal Consumption Expenditures,Gross Private Domestic Investment,Net Exports,Government Consumption and Gross Investment,Personal Savings %,Disposable Personal Income,Goods Consumption,Service Consumption,Average Median Price,Year-In Change,Average Interest Rate,Average Inflation Rate,Year-In Interest Rate Change,Year-In Inflation Rate Change,Average Business Loan Default Rate,Average All Loans Default Rate,Year-In Business Loan Default Change,Year-In All Loans Default Change,Last Reference Year,Export of Goods,Export of Services,Import of Goods,Export of Goods,Nonresidential,Equipment and Software,Residential,Equipment,Average Labor Force,Average Unemployment
0.05480000000000001,0.1066,0.1826,0.5038,0.11705,0.1169,0.07475,0.0,0.0,0.0913,0.0,0.0,0.0,0.0,6.128,0.12775000000000034,0.022225,0.09250000000000001,0.024775000000000002,0.0006000000000000006,-0.0011999999999999988,0.0010000000000000009,0.0,0.11000000000000001,0.0,0.0,0.0,0.001,0.272,0.0,0.039,0.0,0.036375000000000005,0.22600000000000003,-0.006000000000000001,-0.019875000000000007,0.04996875,0.069375,-0.008750000000000003,-0.0029999999999999975,50.575,0.1025,0.0,0.0086,0.005,0.094,0.0096,0.0,0.0,1005.6800000000001,0.00959428216283406
